participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp099	1.0	0.0	1411.0
sub-pp099	1.0	0.0	1208.0
sub-pp099	1.0	0.0	1508.0
sub-pp099	1.0	0.0	2536.0
sub-pp099	1.0	0.0	1378.0
sub-pp099	1.0	0.0	1317.0
sub-pp099	1.0	0.0	1386.0
sub-pp099	1.0	0.0	1375.0
sub-pp099	1.0	0.0	1548.0
sub-pp099	1.0	0.0	1689.0
sub-pp099	1.0	0.0	1474.0
sub-pp099	1.0	0.0	1777.0
sub-pp099	1.0	0.0	1825.0
sub-pp099	1.0	0.0	1525.0
sub-pp099	1.0	0.0	1240.0
sub-pp099	1.0	0.0	3469.0
sub-pp099	1.0	0.0	3465.0
sub-pp099	1.0	0.0	1984.0
sub-pp099	1.0	0.0	5286.0
sub-pp099	1.0	0.0	2100.0
sub-pp099	1.0	0.0	1530.0
sub-pp099	1.0	0.0	1336.0
sub-pp099	0.0	1.0	3766.0
sub-pp099	1.0	0.0	2148.0
sub-pp099	1.0	0.0	3621.0
sub-pp099	1.0	0.0	5239.0
