participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp032	1.0	0.0	2219.0	13
sub-pp032	1.0	0.0	2875.0	42
sub-pp032	1.0	0.0	3242.0	64
sub-pp032	1.0	0.0	2593.0	75
sub-pp032	1.0	0.0	3532.0	926
sub-pp032	1.0	0.0	2580.0	574
sub-pp032	1.0	0.0	5480.0	9728
sub-pp032	1.0	0.0	8989.0	8694
sub-pp032	1.0	0.0	2899.0	34856
sub-pp032	0.0	1.0	8698.0	68541
sub-pp032	1.0	0.0	5526.0	814735
sub-pp032	0.0	1.0	20553.0	68247
sub-pp032	0.0	1.0	7907.0	2639148
sub-pp032	0.0	1.0	15521.0	2863974
