participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp044	1.0	0.0	3079.70000000298	13
sub-pp044	1.0	0.0	2030.8999999910595	42
sub-pp044	1.0	0.0	2028.1000000089407	64
sub-pp044	1.0	0.0	3267.70000000298	75
sub-pp044	1.0	0.0	3478.70000000298	926
sub-pp044	1.0	0.0	12612.59999999404	574
sub-pp044	1.0	0.0	7631.399999991059	9728
sub-pp044	1.0	0.0	8640.29999999702	8694
sub-pp044	1.0	0.0	12749.79999999702	34856
sub-pp044	1.0	0.0	13689.29999999702	68451
sub-pp044	1.0	0.0	20666.39999999106	814735
sub-pp044	1.0	0.0	30215.09999999404	658427
sub-pp044	0.0	1.0	27942.5	269418
sub-pp044	1.0	0.0	24139.60000000894	8269374
sub-pp044	0.0	1.0	38762.5	8167349
sub-pp044	1.0	0.0	18181.29999999702	34651827
