participant_id	apm_corr	apm_incorr	apm_RT
sub-pp078	0.0	1.0	18892.60000000149
sub-pp078	1.0	0.0	9563.89999999851
sub-pp078	0.0	1.0	35259.5
sub-pp078	0.0	1.0	1906.70000000298
sub-pp078	0.0	1.0	57466.10000000149
sub-pp078	0.0	1.0	26664.5
sub-pp078	0.0	1.0	23993.19999999553
sub-pp078	0.0	1.0	36371.5
sub-pp078	0.0	1.0	12515.5
sub-pp078	0.0	1.0	11932.60000000149
sub-pp078	0.0	1.0	23294.70000000298
sub-pp078	0.0	1.0	30404.69999999553
sub-pp078	0.0	1.0	24306.0
sub-pp078	0.0	1.0	21130.79999999702
sub-pp078	0.0	1.0	22199.89999999851
sub-pp078	0.0	1.0	15646.5
sub-pp078	0.0	1.0	9973.29999999702
sub-pp078	0.0	1.0	7153.0
sub-pp078	0.0	1.0	49888.29999999702
sub-pp078	0.0	1.0	31223.20000000298
sub-pp078	0.0	1.0	15415.20000000298
sub-pp078	0.0	1.0	9697.79999999702
sub-pp078	0.0	1.0	5347.59999999404
