amma_corr	participant_id	amma_response
1.0	sub-pp171	M
1.0	sub-pp171	I
1.0	sub-pp171	R
1.0	sub-pp171	R
1.0	sub-pp171	M
1.0	sub-pp171	I
1.0	sub-pp171	M
1.0	sub-pp171	R
1.0	sub-pp171	I
1.0	sub-pp171	R
1.0	sub-pp171	M
1.0	sub-pp171	M
1.0	sub-pp171	I
0.0	sub-pp171	I
1.0	sub-pp171	R
1.0	sub-pp171	M
1.0	sub-pp171	R
1.0	sub-pp171	I
1.0	sub-pp171	M
1.0	sub-pp171	I
1.0	sub-pp171	R
0.0	sub-pp171	M
0.0	sub-pp171	I
1.0	sub-pp171	I
1.0	sub-pp171	M
0.0	sub-pp171	M
1.0	sub-pp171	I
0.0	sub-pp171	M
1.0	sub-pp171	I
0.0	sub-pp171	M
