amma_corr	participant_id	amma_response
1.0	sub-pp036	M
1.0	sub-pp036	I
1.0	sub-pp036	R
0.0	sub-pp036	I
1.0	sub-pp036	M
1.0	sub-pp036	I
0.0	sub-pp036	R
1.0	sub-pp036	R
1.0	sub-pp036	I
1.0	sub-pp036	R
0.0	sub-pp036	I
1.0	sub-pp036	M
1.0	sub-pp036	I
0.0	sub-pp036	I
1.0	sub-pp036	R
1.0	sub-pp036	M
1.0	sub-pp036	R
0.0	sub-pp036	M
0.0	sub-pp036	I
1.0	sub-pp036	I
1.0	sub-pp036	R
0.0	sub-pp036	M
0.0	sub-pp036	I
1.0	sub-pp036	I
0.0	sub-pp036	R
1.0	sub-pp036	R
1.0	sub-pp036	I
0.0	sub-pp036	I
0.0	sub-pp036	R
0.0	sub-pp036	M
