participant_id	apm_corr	apm_incorr	apm_RT
sub-pp036	1.0	0.0	16002.0
sub-pp036	1.0	0.0	11421.0
sub-pp036	1.0	0.0	27085.0
sub-pp036	1.0	0.0	35381.0
sub-pp036	0.0	1.0	86266.0
sub-pp036	1.0	0.0	44800.0
sub-pp036	0.0	1.0	20254.0
sub-pp036	1.0	0.0	46646.0
sub-pp036	0.0	1.0	119675.0
sub-pp036	1.0	0.0	74373.0
sub-pp036	0.0	1.0	114923.0
sub-pp036	1.0	0.0	50018.0
sub-pp036	0.0	1.0	75306.0
sub-pp036	1.0	0.0	64879.0
sub-pp036	0.0	1.0	109215.0
sub-pp036	0.0	1.0	84988.0
sub-pp036	1.0	0.0	80345.0
sub-pp036	0.0	1.0	151999.0
