amma_corr	participant_id	amma_response
1.0	sub-pp118	M
0.0	sub-pp118	M
1.0	sub-pp118	R
0.0	sub-pp118	I
0.0	sub-pp118	I
0.0	sub-pp118	R
0.0	sub-pp118	I
0.0	sub-pp118	I
1.0	sub-pp118	I
1.0	sub-pp118	R
1.0	sub-pp118	M
1.0	sub-pp118	M
1.0	sub-pp118	I
1.0	sub-pp118	M
1.0	sub-pp118	R
1.0	sub-pp118	M
1.0	sub-pp118	R
1.0	sub-pp118	I
1.0	sub-pp118	M
1.0	sub-pp118	I
1.0	sub-pp118	R
1.0	sub-pp118	I
0.0	sub-pp118	I
1.0	sub-pp118	I
0.0	sub-pp118	R
0.0	sub-pp118	I
0.0	sub-pp118	M
0.0	sub-pp118	M
1.0	sub-pp118	I
0.0	sub-pp118	I
