participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp118	1.0	0.0	1743.0	13
sub-pp118	1.0	0.0	1176.100000023842	42
sub-pp118	1.0	0.0	1140.2000000476835	64
sub-pp118	1.0	0.0	1498.2999999523165	75
sub-pp118	1.0	0.0	1665.600000023842	926
sub-pp118	1.0	0.0	1562.2999999523165	574
sub-pp118	1.0	0.0	2334.899999976158	9728
sub-pp118	1.0	0.0	2712.6999999284744	8694
sub-pp118	1.0	0.0	3425.399999976158	34856
sub-pp118	0.0	1.0	2745.700000047684	68541
sub-pp118	0.0	1.0	3292.200000047684	817453
sub-pp118	0.0	1.0	4522.300000071526	657283
