participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp030	1.0	0.0	1122.0
sub-pp030	1.0	0.0	4390.0
sub-pp030	1.0	0.0	1276.0
sub-pp030	1.0	0.0	1148.0
sub-pp030	1.0	0.0	1544.0
sub-pp030	1.0	0.0	1473.0
sub-pp030	1.0	0.0	1217.0
sub-pp030	1.0	0.0	1742.0
sub-pp030	1.0	0.0	1716.0
sub-pp030	1.0	0.0	1213.0
sub-pp030	1.0	0.0	1307.0
sub-pp030	1.0	0.0	1231.0
sub-pp030	1.0	0.0	2671.0
sub-pp030	1.0	0.0	1387.0
sub-pp030	1.0	0.0	1205.0
sub-pp030	1.0	0.0	5071.0
sub-pp030	1.0	0.0	3759.0
sub-pp030	1.0	0.0	1880.0
sub-pp030	1.0	0.0	4176.0
sub-pp030	1.0	0.0	2317.0
sub-pp030	1.0	0.0	2013.0
sub-pp030	1.0	0.0	4336.0
sub-pp030	1.0	0.0	2209.0
sub-pp030	1.0	0.0	3023.0
