participant_id	apm_corr	apm_incorr	apm_RT
sub-pp156	0.0	1.0	43120.79999995232
sub-pp156	1.0	0.0	26805.10000002384
sub-pp156	0.0	1.0	35313.79999995232
sub-pp156	1.0	0.0	8511.699999928474
sub-pp156	1.0	0.0	10536.299999952316
sub-pp156	0.0	1.0	52209.800000071526
sub-pp156	1.0	0.0	46831.89999997616
sub-pp156	1.0	0.0	38271.5
sub-pp156	0.0	1.0	37222.19999992848
sub-pp156	0.0	1.0	38040.10000002384
sub-pp156	0.0	1.0	71680.70000004768
sub-pp156	0.0	1.0	36677.5
sub-pp156	0.0	1.0	39333.20000004768
sub-pp156	0.0	1.0	35779.89999997616
sub-pp156	0.0	1.0	78507.0
sub-pp156	0.0	1.0	46706.40000009537
sub-pp156	0.0	1.0	88126.70000004768
sub-pp156	0.0	1.0	176.29999995231628
sub-pp156	0.0	1.0	37651.09999990463
sub-pp156	0.0	1.0	110361.20000004768
sub-pp156	0.0	1.0	33811.60000002384
sub-pp156	0.0	1.0	23888.79999995232
sub-pp156	0.0	1.0	62349.0
