amma_corr	participant_id	amma_response
0.0	sub-pp152	I
1.0	sub-pp152	I
1.0	sub-pp152	R
0.0	sub-pp152	M
1.0	sub-pp152	M
1.0	sub-pp152	I
1.0	sub-pp152	M
1.0	sub-pp152	R
1.0	sub-pp152	I
1.0	sub-pp152	R
0.0	sub-pp152	R
1.0	sub-pp152	M
1.0	sub-pp152	I
1.0	sub-pp152	M
1.0	sub-pp152	R
1.0	sub-pp152	M
1.0	sub-pp152	R
0.0	sub-pp152	M
0.0	sub-pp152	R
1.0	sub-pp152	I
0.0	sub-pp152	M
1.0	sub-pp152	I
1.0	sub-pp152	M
0.0	sub-pp152	M
0.0	sub-pp152	R
0.0	sub-pp152	M
1.0	sub-pp152	I
0.0	sub-pp152	I
1.0	sub-pp152	I
0.0	sub-pp152	I
