participant_id	rtt-sub_corr	rtt-sub_incorr	rtt-sub_RT
sub-pp158	1.0	0.0	1578.0
sub-pp158	1.0	0.0	4155.0
sub-pp158	1.0	0.0	1698.0
sub-pp158	1.0	0.0	3598.0
sub-pp158	1.0	0.0	1778.0
sub-pp158	1.0	0.0	2560.0
sub-pp158	1.0	0.0	1983.0
sub-pp158	1.0	0.0	2055.0
sub-pp158	1.0	0.0	3044.0
sub-pp158	1.0	0.0	2232.0
sub-pp158	1.0	0.0	2926.0
sub-pp158	1.0	0.0	1572.0
sub-pp158	1.0	0.0	2917.0
sub-pp158	1.0	0.0	4170.0
sub-pp158	1.0	0.0	1296.0
sub-pp158	1.0	0.0	2299.0
sub-pp158	0.0	1.0	4455.0
sub-pp158	1.0	0.0	1911.0
sub-pp158	0.0	1.0	4229.0
sub-pp158	0.0	1.0	4678.0
