participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp149	1.0	0.0	125805.0
sub-pp149	1.0	0.0	107369.29999995232
sub-pp149	1.0	0.0	37040.69999992848
sub-pp149	1.0	0.0	44362.800000071526
sub-pp149	1.0	0.0	96302.5
sub-pp149	1.0	0.0	79766.39999997616
sub-pp149	1.0	0.0	98525.40000009535
sub-pp149	1.0	0.0	40479.89999997616
sub-pp149	1.0	0.0	66333.39999997616
sub-pp149	0.0	1.0	143921.70000004768
sub-pp149	1.0	0.0	50067.300000071526
