participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp149	1.0	0.0	3638.5	13
sub-pp149	1.0	0.0	2870.100000023842	42
sub-pp149	1.0	0.0	3963.600000023842	64
sub-pp149	1.0	0.0	3403.899999976158	75
sub-pp149	1.0	0.0	5715.799999952316	926
sub-pp149	1.0	0.0	3405.600000023842	574
sub-pp149	1.0	0.0	6176.699999928474	9728
sub-pp149	1.0	0.0	6239.300000071526	8694
sub-pp149	1.0	0.0	6416.300000071526	34856
sub-pp149	1.0	0.0	7197.100000023842	68451
sub-pp149	1.0	0.0	10667.100000023842	814735
sub-pp149	1.0	0.0	13245.200000047684	658427
sub-pp149	1.0	0.0	21599.29999995232	2639418
sub-pp149	0.0	1.0	8773.5	826374
sub-pp149	0.0	1.0	12188.699999928474	8126374
sub-pp149	0.0	1.0	16290.700000047684	34561827
