participant_id	apm_corr	apm_incorr	apm_RT
sub-pp149	1.0	0.0	17211.200000047684
sub-pp149	1.0	0.0	18293.400000095367
sub-pp149	1.0	0.0	13711.100000023842
sub-pp149	1.0	0.0	23121.5
sub-pp149	0.0	1.0	31795.0
sub-pp149	0.0	1.0	60244.19999992848
sub-pp149	1.0	0.0	59182.0
sub-pp149	1.0	0.0	18648.200000047684
sub-pp149	1.0	0.0	64505.79999995232
sub-pp149	1.0	0.0	28630.0
sub-pp149	0.0	1.0	69223.10000002384
sub-pp149	1.0	0.0	50842.79999995232
sub-pp149	1.0	0.0	93711.40000009535
sub-pp149	0.0	1.0	90274.39999997616
sub-pp149	0.0	1.0	117244.19999992847
sub-pp149	1.0	0.0	81426.69999992847
sub-pp149	1.0	0.0	72489.5
sub-pp149	1.0	0.0	57855.10000002384
sub-pp149	1.0	0.0	68021.79999995232
sub-pp149	0.0	1.0	144375.0
sub-pp149	1.0	0.0	112600.0
