participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp035	1.0	0.0	1443.0	13
sub-pp035	1.0	0.0	1476.2000000001865	42
sub-pp035	1.0	0.0	1909.3999999999069	64
sub-pp035	1.0	0.0	2700.5	75
sub-pp035	1.0	0.0	4738.099999999628	926
sub-pp035	1.0	0.0	7158.899999999907	574
sub-pp035	1.0	0.0	11047.099999999627	9728
sub-pp035	1.0	0.0	7570.600000000093	8694
sub-pp035	1.0	0.0	9709.5	34856
sub-pp035	1.0	0.0	10963.299999999814	68451
sub-pp035	0.0	1.0	18443.700000000183	847135
sub-pp035	1.0	0.0	16881.200000000186	658427
sub-pp035	0.0	1.0	16622.80000000028	2639148
sub-pp035	0.0	1.0	34192.39999999991	82692374
