participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp025	1.0	0.0	1810.5	13
sub-pp025	1.0	0.0	1987.400000095368	42
sub-pp025	1.0	0.0	2730.7999999523163	64
sub-pp025	1.0	0.0	2005.700000047684	75
sub-pp025	1.0	0.0	5874.799999952316	926
sub-pp025	1.0	0.0	4811.400000095367	574
sub-pp025	1.0	0.0	6310.5	9728
sub-pp025	1.0	0.0	4672.199999809265	8694
sub-pp025	1.0	0.0	25290.5	34856
sub-pp025	1.0	0.0	14148.600000143051	68451
sub-pp025	0.0	1.0	17095.299999952316	81375
sub-pp025	1.0	0.0	18969.29999995232	658427
sub-pp025	0.0	1.0	21421.0	2396418
sub-pp025	1.0	0.0	12845.299999952316	8269374
sub-pp025	0.0	1.0	18235.29999995232	81967374
sub-pp025	0.0	1.0	49509.59999990463	34652718
