participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp074	1.0	0.0	1742.0	13
sub-pp074	1.0	0.0	2052.0	42
sub-pp074	1.0	0.0	2194.0	64
sub-pp074	1.0	0.0	1796.0	75
sub-pp074	1.0	0.0	2760.0	926
sub-pp074	1.0	0.0	2426.0	574
sub-pp074	1.0	0.0	3660.0	9728
sub-pp074	1.0	0.0	6083.0	8694
sub-pp074	0.0	1.0	27021.0	34857
sub-pp074	1.0	0.0	9949.0	68451
sub-pp074	0.0	1.0	16537.0	85147
sub-pp074	1.0	0.0	7887.0	658427
sub-pp074	1.0	0.0	10749.0	2639418
sub-pp074	0.0	1.0	14504.0	8269174
sub-pp074	0.0	1.0	25237.0	81267469
sub-pp074	0.0	1.0	24259.0	3416827
