amma_corr	participant_id	amma_response
0.0	sub-pp050	I
0.0	sub-pp050	M
0.0	sub-pp050	Je ne sais pas
0.0	sub-pp050	I
0.0	sub-pp050	I
1.0	sub-pp050	I
0.0	sub-pp050	I
0.0	sub-pp050	M
0.0	sub-pp050	Je ne sais pas
1.0	sub-pp050	R
1.0	sub-pp050	M
0.0	sub-pp050	Je ne sais pas
1.0	sub-pp050	I
1.0	sub-pp050	M
0.0	sub-pp050	Je ne sais pas
1.0	sub-pp050	M
1.0	sub-pp050	R
1.0	sub-pp050	I
0.0	sub-pp050	R
1.0	sub-pp050	I
1.0	sub-pp050	R
1.0	sub-pp050	I
1.0	sub-pp050	M
0.0	sub-pp050	M
0.0	sub-pp050	R
0.0	sub-pp050	Je ne sais pas
1.0	sub-pp050	I
0.0	sub-pp050	I
1.0	sub-pp050	I
0.0	sub-pp050	M
