participant_id	purdue_dh1	purdue_dh2	purdue_dh3	purdue_ndh1	purdue_ndh2	purdue_ndh3	purdue_both1	purdue_both2	purdue_both3	purdue_assembly1	purdue_assembly2	purdue_assembly3	purdue_dh_ndh_both1	purdue_dh_ndh_both2	purdue_dh_ndh_both3	purdue_dh_avg	purdue_ndh_avg	purdue_both_avg	purdue_dh_ndh_both_avg	purdue_assembly_avg
sub-pp026	12	15	17	15	14	15	13	12	13	36	40	44	40	41	45	14.66666667	14.66666667	12.66666667	42.0	40.0
