amma_corr	participant_id	amma_response
0.0	sub-pp026	R
0.0	sub-pp026	M
1.0	sub-pp026	R
0.0	sub-pp026	I
0.0	sub-pp026	I
1.0	sub-pp026	I
1.0	sub-pp026	M
1.0	sub-pp026	R
1.0	sub-pp026	I
1.0	sub-pp026	R
1.0	sub-pp026	M
0.0	sub-pp026	I
1.0	sub-pp026	I
1.0	sub-pp026	M
0.0	sub-pp026	M
0.0	sub-pp026	R
1.0	sub-pp026	R
0.0	sub-pp026	R
0.0	sub-pp026	R
1.0	sub-pp026	I
0.0	sub-pp026	M
0.0	sub-pp026	M
1.0	sub-pp026	M
0.0	sub-pp026	R
1.0	sub-pp026	M
0.0	sub-pp026	I
1.0	sub-pp026	I
0.0	sub-pp026	I
1.0	sub-pp026	I
0.0	sub-pp026	M
