participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp163	1.0	0.0	1280.8000000715256	13
sub-pp163	1.0	0.0	1196.0	42
sub-pp163	1.0	0.0	1771.100000023842	64
sub-pp163	1.0	0.0	2143.100000023842	75
sub-pp163	1.0	0.0	1965.0	926
sub-pp163	1.0	0.0	3446.700000047684	574
sub-pp163	1.0	0.0	6681.600000023842	9728
sub-pp163	1.0	0.0	3843.0	8694
sub-pp163	1.0	0.0	4775.799999952316	34856
sub-pp163	1.0	0.0	7571.799999952316	68451
sub-pp163	1.0	0.0	9335.200000047684	814735
sub-pp163	1.0	0.0	5044.700000047684	658427
sub-pp163	0.0	1.0	9569.100000023842	263149
sub-pp163	0.0	1.0	10246.399999976158	8263974
