participant_id	apm_corr	apm_incorr	apm_RT
sub-pp043	1.0	0.0	21460.30000019073
sub-pp043	1.0	0.0	7549.299999952316
sub-pp043	0.0	1.0	18946.30000019073
sub-pp043	1.0	0.0	11876.899999856949
sub-pp043	1.0	0.0	19861.60000014305
sub-pp043	1.0	0.0	22373.400000095367
sub-pp043	0.0	1.0	63333.59999990463
sub-pp043	0.0	1.0	28373.29999995232
sub-pp043	1.0	0.0	68823.29999995232
sub-pp043	1.0	0.0	33537.300000190735
sub-pp043	0.0	1.0	28980.5
sub-pp043	1.0	0.0	45290.40000009537
sub-pp043	1.0	0.0	61714.90000009537
sub-pp043	0.0	1.0	41632.69999980927
sub-pp043	0.0	1.0	51312.59999990463
sub-pp043	1.0	0.0	54328.29999995232
sub-pp043	0.0	1.0	51490.29999995232
sub-pp043	1.0	0.0	70079.60000014305
sub-pp043	0.0	1.0	62621.29999995232
sub-pp043	1.0	0.0	89436.20000004768
sub-pp043	1.0	0.0	48041.20000004768
sub-pp043	0.0	1.0	16573.700000047684
sub-pp043	0.0	1.0	50176.70000004768
