participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp024	1.0	0.0	1778.5999999642372	13
sub-pp024	1.0	0.0	1540.100000023842	42
sub-pp024	1.0	0.0	2043.4000000357628	64
sub-pp024	1.0	0.0	2196.600000023842	75
sub-pp024	1.0	0.0	4648.399999976158	926
sub-pp024	1.0	0.0	5155.399999976158	574
sub-pp024	1.0	0.0	4047.199999988079	9728
sub-pp024	1.0	0.0	2637.800000011921	8694
sub-pp024	1.0	0.0	4709.400000035763	34856
sub-pp024	1.0	0.0	4908.599999964237	68451
sub-pp024	0.0	1.0	55096.0	813457
sub-pp024	0.0	1.0	6479.5	658247
