participant_id	rtt-sum_corr	rtt-sum_incorr	rtt-sum_RT
sub-pp024	1.0	0.0	1966.5
sub-pp024	1.0	0.0	1623.699999988079
sub-pp024	1.0	0.0	1288.399999976158
sub-pp024	1.0	0.0	1618.100000023842
sub-pp024	1.0	0.0	1867.200000047684
sub-pp024	1.0	0.0	1461.399999976158
sub-pp024	1.0	0.0	1582.2000000476835
sub-pp024	1.0	0.0	1946.9000000357628
sub-pp024	0.0	1.0	2775.100000023842
sub-pp024	1.0	0.0	2883.199999988079
sub-pp024	1.0	0.0	1497.800000011921
sub-pp024	1.0	0.0	1847.699999988079
sub-pp024	1.0	0.0	1400.199999988079
sub-pp024	1.0	0.0	1359.600000023842
sub-pp024	1.0	0.0	1192.9000000357628
sub-pp024	1.0	0.0	2107.900000035763
sub-pp024	1.0	0.0	1751.0
sub-pp024	1.0	0.0	1739.300000011921
sub-pp024	1.0	0.0	1696.7999999523165
sub-pp024	1.0	0.0	1887.300000011921
sub-pp024	1.0	0.0	1623.2999999523165
sub-pp024	1.0	0.0	1731.5999999642372
sub-pp024	1.0	0.0	1735.5
sub-pp024	1.0	0.0	1480.0999999642372
sub-pp024	1.0	0.0	1576.5
sub-pp024	1.0	0.0	1581.800000011921
sub-pp024	1.0	0.0	1459.300000011921
sub-pp024	1.0	0.0	1666.0999999642372
sub-pp024	1.0	0.0	1537.399999976158
sub-pp024	1.0	0.0	2249.600000023842
sub-pp024	1.0	0.0	1815.800000011921
sub-pp024	1.0	0.0	2008.6000000238416
sub-pp024	1.0	0.0	2339.5
sub-pp024	1.0	0.0	1737.5
sub-pp024	1.0	0.0	1924.199999988079
sub-pp024	1.0	0.0	2074.100000023842
sub-pp024	1.0	0.0	1904.699999988079
sub-pp024	1.0	0.0	3385.200000047684
sub-pp024	0.0	1.0	6072.300000011921
