participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp135	1.0	0.0	2038.29999999702	13
sub-pp135	1.0	0.0	3059.79999999702	42
sub-pp135	1.0	0.0	3137.9000000059605	64
sub-pp135	1.0	0.0	3088.10000000149	75
sub-pp135	1.0	0.0	3177.20000000298	926
sub-pp135	1.0	0.0	1981.0	574
sub-pp135	1.0	0.0	3361.60000000149	9728
sub-pp135	1.0	0.0	21398.89999999851	8694
sub-pp135	1.0	0.0	6733.29999999702	34856
sub-pp135	1.0	0.0	18225.79999999702	68451
sub-pp135	0.0	1.0	20150.79999999702	814375
sub-pp135	1.0	0.0	39659.70000000298	658427
sub-pp135	1.0	0.0	23330.39999999851	2639418
sub-pp135	1.0	0.0	24260.10000000149	8269374
sub-pp135	1.0	0.0	19747.70000000298	81267349
sub-pp135	0.0	1.0	17956.5	3461827
