participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp027	297.0	2.0	166.901606991824	106.41	262.0	3.0	178.534923339012	88.05
