participant_id	apm_corr	apm_incorr	apm_RT
sub-pp068	1.0	0.0	11684.399999976158
sub-pp068	0.0	1.0	41578.5
sub-pp068	1.0	0.0	42577.69999992848
sub-pp068	1.0	0.0	20563.0
sub-pp068	0.0	1.0	14957.0
sub-pp068	1.0	0.0	53733.5
sub-pp068	0.0	1.0	33183.5
sub-pp068	1.0	0.0	36751.0
sub-pp068	1.0	0.0	54836.59999990463
sub-pp068	1.0	0.0	80083.10000002384
sub-pp068	0.0	1.0	53959.39999997616
sub-pp068	1.0	0.0	36182.89999997616
sub-pp068	1.0	0.0	87338.29999995232
sub-pp068	1.0	0.0	19104.0
sub-pp068	0.0	1.0	88170.0
sub-pp068	0.0	1.0	61916.89999997616
sub-pp068	1.0	0.0	92988.79999995232
sub-pp068	1.0	0.0	127926.10000002384
sub-pp068	0.0	1.0	98534.0
sub-pp068	1.0	0.0	179743.09999990463
