participant_id	digit-back_corr	digit-back_incorr	digit-back_RT	digit-back_response
sub-pp036	1.0	0.0	1418.0	13
sub-pp036	1.0	0.0	1316.0	42
sub-pp036	1.0	0.0	1824.0	64
sub-pp036	1.0	0.0	1702.0	75
sub-pp036	1.0	0.0	5426.0	926
sub-pp036	1.0	0.0	4304.0	574
sub-pp036	1.0	0.0	30285.0	9728
sub-pp036	1.0	0.0	14908.0	8694
sub-pp036	1.0	0.0	17370.0	34856
sub-pp036	1.0	0.0	17057.0	68451
sub-pp036	0.0	1.0	13092.0	8735
sub-pp036	1.0	0.0	26206.0	658427
sub-pp036	0.0	1.0	21359.0	26319418
sub-pp036	0.0	1.0	33705.0	826374
